identificatie;b3_bag_bag_overlap;b3_bouwlagen;b3_dak_type;b3_extrusie;b3_h_dak_50p;b3_h_dak_70p;b3_h_dak_max;b3_h_dak_min;b3_h_maaiveld;b3_is_glas_dak;b3_kas_warenhuis;b3_mutatie_AHN3_AHN4;b3_mutatie_AHN4_AHN5;b3_n_vlakken;b3_nodata_fractie_AHN3;b3_nodata_fractie_AHN4;b3_nodata_fractie_AHN5;b3_nodata_radius_AHN3;b3_nodata_radius_AHN4;b3_nodata_radius_AHN5;b3_opp_buitenmuur;b3_opp_dak_plat;b3_opp_dak_schuin;b3_opp_grond;b3_opp_scheidingsmuur;b3_puntdichtheid_AHN3;b3_puntdichtheid_AHN4;b3_puntdichtheid_AHN5;b3_pw_bron;b3_pw_datum;b3_pw_onvoldoende;b3_pw_selectie_reden;b3_rmse_lod12;b3_rmse_lod13;b3_rmse_lod22;b3_succes;b3_t_run;b3_val3dity_lod12;b3_val3dity_lod13;b3_val3dity_lod22;b3_volume_lod12;b3_volume_lod13;b3_volume_lod22;begingeldigheid;documentdatum;documentnummer;eindgeldigheid;eindregistratie;fid;geconstateerd;oorspronkelijkbouwjaar;rf_force_lod11;status;tijdstipeindregistratielv;tijdstipinactief;tijdstipinactieflv;tijdstipnietbaglv;tijdstipregistratie;tijdstipregistratielv;voorkomenidentificatie;Registratiedatum;Opnamedatum;GeldigTot;Certificaathouder;SoortOpname;Status;Berekeningstype;OpBasisVanReferentiegebouw;Gebouwklasse;Gebouwtype;Gebouwsubtype;SBICode;Postcode;Huisnummer;Huisletter;Huisnummertoevoeging;Detailaanduiding;BAGVerblijfsobjectID;BAGLigplaatsID;BAGStandplaatsID;Projectnaam;Projectobject;Bouwjaar;GebruiksoppervlakteThermischeZone;Compactheid;Energieklasse;EnergieIndex;EnergieIndexEMGForfaitair;Energiebehoefte;PrimaireFossieleEnergie;PrimaireFossieleEnergieEMGForfaitair;AandeelHernieuwbareEnergie;AandeelHernieuwbareEnergieEMGForfaitair;Temperatuuroverschrijding;Warmtebehoefte;EisEnergiebehoefte;EisPrimaireFossieleEnergie;EisAandeelHernieuwbareEnergie;EisTemperatuuroverschrijding;BerekendeCO2Emissie;BerekendeEnergieverbruik,,,,,,,,,,,,,,
0153100000285913;0.0;3.0;slanted;0.0;49.143001556396484;50.26499938964844;52.029998779296875;44.35900115966797;42.492000579833984;False;False;False;False;8.0;0.0019518542103469372;0.0019518542103469372;1.0;0.49627819657325745;0.45773065090179443;7.249487400054932;523.82;0.0;476.86;383.2;32.4;14.777053833007812;27.113428115844727;0.0;AHN4;2022.0;False;PREFERRED_AND_LATEST;2.3967549800872803;1.434668779373169;0.44068410992622375;True;282.0;[];[];[];2970.858154296875;2723.061767578125;2459.76171875;2008-02-05;2008-02-05;20072923;;;2516615.0;False;1953.0;False;Pand in gebruik;;;;;2010-11-15T16:00:01Z;2010-11-16T10:03:22Z;1.0;20240626;20240620;20340620;E-Label Nederland B.V.;Basisopname;Bestaand;NTA 8800:2023 (basisopname woningbouw);Nee;W;Twee-onder-één-kap;;;7514CM;56;;;;153010000295681.0;;;;;1953;296,00;1,82;C;;;151,08;243,42;243,42;0,0;;0,76;155,64;;;;;45,20;239,50,,,,
0153100000285913;0.0;3.0;slanted;0.0;49.143001556396484;50.26499938964844;52.029998779296875;44.35900115966797;42.492000579833984;False;False;False;False;8.0;0.0019518542103469372;0.0019518542103469372;1.0;0.49627819657325745;0.45773065090179443;7.249487400054932;523.82;0.0;476.86;383.2;32.4;14.777053833007812;27.113428115844727;0.0;AHN4;2022.0;False;PREFERRED_AND_LATEST;2.3967549800872803;1.434668779373169;0.44068410992622375;True;282.0;[];[];[];2970.858154296875;2723.061767578125;2459.76171875;2008-02-05;2008-02-05;20072923;;;2516615.0;False;1953.0;False;Pand in gebruik;;;;;2010-11-15T16:00:01Z;2010-11-16T10:03:22Z;1.0;20220323;20220228;20320228;BuildingLabel B.V.;Basisopname;Bestaand;NTA 8800:2020 (basisopname utiliteitsbouw);Nee;U;;;;7514CM;56;;;;153010000295681.0;;;;;1953;292,95;1,84;G;;;234,30;314,43;314,43;0,0;0,0;0,00;218,86;;;;;59,50;302,64,,,
0153100000288071;;;multiple horizontal;0.0;60.34600067138672;60.36199951171875;61.55099868774414;54.520999908447266;45.159000396728516;False;False;False;False;13.0;0.005924170836806297;0.002764612901955843;1.0;0.4272719919681549;0.6373787522315979;9.229329109191895;1775.35;691.08;0.0;635.25;0.0;8.632498741149902;17.748910903930664;0.0;AHN3;2019.0;False;PREFERRED_AND_LATEST;1.14841890335083;1.1228197813034058;0.7713027000427246;True;306.0;[];[];[];9657.02734375;9652.7314453125;9549.5947265625;2000-12-19;2000-12-19;20004051;;;2520027.0;False;2003.0;False;Pand in gebruik;;;;;2010-11-15T15:55:47Z;2010-11-16T10:03:04Z;1.0;20240429;20240423;20340423;Energie Inspectie B.V.;Basisopname;Bestaand;NTA 8800:2023 (basisopname woningbouw);Nee;W;Appartement;Tussenmidden;;7511RN;14;;;;153010000305141.0;;;;;2003;106,03;1,14;A;;;64,06;121,14;121,14;0,0;;1,06;53,80;;;;;23,30;114,35,,,,
0153100000289936;0.0;;multiple horizontal;0.0;55.025001525878906;55.04399871826172;56.39500045776367;46.404998779296875;42.70199966430664;False;False;False;False;20.0;0.0019047618843615055;0.0;1.0;0.49545717239379883;0.369225412607193;7.640101909637451;1229.81;509.1;61.86;558.34;250.19;16.35305404663086;28.23047637939453;0.0;AHN4;2022.0;False;PREFERRED_AND_LATEST;3.488448143005371;1.580115556716919;0.7930793762207031;True;704.0;[];[];[];6465.40576171875;5770.42724609375;5557.306640625;2010-03-17;2010-03-17;1000007208;;;2522824.0;False;1991.0;False;Pand in gebruik;;;;;2010-11-15T15:52:10Z;2010-11-16T10:02:51Z;1.0;20240808;20240724;20340724;Onze Joost B.V.;Basisopname;Bestaand;NTA 8800:2024 (basisopname woningbouw);Nee;W;Appartement;Tussenmidden;;7511GZ;55;;11;;153010000394323.0;;;;;1991;67,68;0,70;B;;;83,49;165,26;;0,0;;1,95;80,32;;;;;31,12;165,26,,,,,
0153100000289936;0.0;;multiple horizontal;0.0;55.025001525878906;55.04399871826172;56.39500045776367;46.404998779296875;42.70199966430664;False;False;False;False;20.0;0.0019047618843615055;0.0;1.0;0.49545717239379883;0.369225412607193;7.640101909637451;1229.81;509.1;61.86;558.34;250.19;16.35305404663086;28.23047637939453;0.0;AHN4;2022.0;False;PREFERRED_AND_LATEST;3.488448143005371;1.580115556716919;0.7930793762207031;True;704.0;[];[];[];6465.40576171875;5770.42724609375;5557.306640625;2010-03-17;2010-03-17;1000007208;;;2522824.0;False;1991.0;False;Pand in gebruik;;;;;2010-11-15T15:52:10Z;2010-11-16T10:02:51Z;1.0;20240328;20240221;20340221;Nibag Groep B.V.;Basisopname;Bestaand;NTA 8800:2023 (basisopname utiliteitsbouw);Nee;U;;;;7511GZ;55;;;;153010000331925.0;;;;;1991;442,30;1,78;A++;;;82,03;153,58;153,58;0,0;;0,00;83,00;;;;;29,57;144,72,,,,
0153100000291351;0.0;;slanted;0.0;47.441001892089844;49.784000396728516;54.72600173950195;42.60200119018555;40.334999084472656;False;False;False;False;11.0;0.007391763385385275;0.013727560639381409;1.0;0.359658420085907;0.7432036995887756;5.268890857696533;241.8;102.55;165.42;235.17;250.57;12.859574317932129;15.092077255249023;0.0;AHN3;2019.0;False;PREFERRED_AND_LATEST;3.7314693927764893;1.6466645002365112;0.8385894894599915;True;256.0;[];[];[];2106.97412109375;1720.0711669921875;1497.5594482421875;2010-03-17;2010-03-17;1000007208;;;2524810.0;False;1906.0;False;Pand in gebruik;;;;;2010-11-15T15:49:40Z;2010-11-16T10:02:40Z;1.0;20210318;20210309;20310309;BuildingLabel B.V.;Basisopname;Bestaand;NTA 8800:2020 (basisopname utiliteitsbouw);Nee;U;;;;7511JS;20;A;;;153010000406741.0;;;;;1906;182,82;1,81;D;;;242,08;393,45;393,45;0,0;0,0;0,00;236,28;;;;;73,93;381,80,,,
0153100000291351;0.0;;slanted;0.0;47.441001892089844;49.784000396728516;54.72600173950195;42.60200119018555;40.334999084472656;False;False;False;False;11.0;0.007391763385385275;0.013727560639381409;1.0;0.359658420085907;0.7432036995887756;5.268890857696533;241.8;102.55;165.42;235.17;250.57;12.859574317932129;15.092077255249023;0.0;AHN3;2019.0;False;PREFERRED_AND_LATEST;3.7314693927764893;1.6466645002365112;0.8385894894599915;True;256.0;[];[];[];2106.97412109375;1720.0711669921875;1497.5594482421875;2010-03-17;2010-03-17;1000007208;;;2524810.0;False;1906.0;False;Pand in gebruik;;;;;2010-11-15T15:49:40Z;2010-11-16T10:02:40Z;1.0;20210316;20210309;20310309;BuildingLabel B.V.;Basisopname;Bestaand;NTA 8800:2020 (basisopname woningbouw);Nee;W;Rijwoning tussen;;;7511JS;20;;;;153010000326027.0;;;;;1906;130,50;1,56;D;;;186,34;257,63;257,63;0,0;0,0;0,00;189,16;;;;;47,21;257,24,,,
0153100000291673;;4.0;slanted;0.0;53.70899963378906;54.207000732421875;55.11899948120117;47.6609992980957;43.808998107910156;False;False;False;False;9.0;0.01536312885582447;0.0;1.0;0.38268494606018066;0.3825424015522003;5.046732425689697;553.57;61.48;110.4;178.19;0.0;9.287942886352539;33.70391082763672;0.0;AHN4;2022.0;False;PREFERRED_AND_LATEST;4.281312465667725;1.1711913347244263;1.0655111074447632;True;276.0;[];[];[];1845.570556640625;1404.4921875;1386.9222412109375;2001-05-29;2001-05-29;20010539;;;2525251.0;False;2001.0;False;Pand in gebruik;;;;;2010-11-15T15:49:03Z;2010-11-16T10:02:38Z;1.0;20240710;20240708;20340708;DuraCheck;Basisopname;Bestaand;NTA 8800:2024 (basisopname woningbouw);Nee;W;Vrijstaande woning;;;7511DM;55;;;;153010000438171.0;;;;;2001;166,23;1,70;B;;;107,92;181,59;;0,0;;0,00;107,27;;;;;34,09;181,59,,,,,
0153100000470912;0.0;;slanted;0.0;53.83100128173828;54.12900161743164;54.81800079345703;49.73699951171875;41.479000091552734;False;False;False;False;9.0;0.0012820513220503926;0.023076923564076424;1.0;0.4047449231147766;0.8587702512741089;6.667962074279785;439.15;85.73;174.96;195.27;220.59;17.119384765625;15.454068183898926;0.0;AHN3;2019.0;False;PREFERRED_AND_LATEST;2.468515396118164;2.468515396118164;1.3954275846481323;True;134.0;[];[];[];2458.51123046875;2458.51123046875;2394.480224609375;2014-02-14;2014-02-14;1400066942;;;2532363.0;False;2012.0;False;Pand in gebruik;;;;;2014-02-15T06:25:14Z;2014-02-15T06:34:18Z;4.0;20240620;20240429;20340429;Label-UP B.V.;Basisopname;Bestaand;NTA 8800:2023 (basisopname woningbouw);Nee;W;Appartement;Tussendak;;7511GG;71;;3;;153010000470927.0;;;;;2012;78,47;1,77;A;;;79,05;159,15;159,15;0,0;;0,84;86,97;;;;;29,27;158,25,,,,
0153100000470912;0.0;;slanted;0.0;53.83100128173828;54.12900161743164;54.81800079345703;49.73699951171875;41.479000091552734;False;False;False;False;9.0;0.0012820513220503926;0.023076923564076424;1.0;0.4047449231147766;0.8587702512741089;6.667962074279785;439.15;85.73;174.96;195.27;220.59;17.119384765625;15.454068183898926;0.0;AHN3;2019.0;False;PREFERRED_AND_LATEST;2.468515396118164;2.468515396118164;1.3954275846481323;True;134.0;[];[];[];2458.51123046875;2458.51123046875;2394.480224609375;2014-02-14;2014-02-14;1400066942;;;2532363.0;False;2012.0;False;Pand in gebruik;;;;;2014-02-15T06:25:14Z;2014-02-15T06:34:18Z;4.0;20240620;20240429;20340429;Label-UP B.V.;Basisopname;Bestaand;NTA 8800:2023 (basisopname woningbouw);Nee;W;Appartement;Tussendak;;7511GG;69;;3;;153010000470925.0;;;;;2012;75,51;0,57;A;;;46,20;124,32;124,32;0,0;;0,67;55,00;;;;;22,86;123,62,,,,
0153100000470912;0.0;;slanted;0.0;53.83100128173828;54.12900161743164;54.81800079345703;49.73699951171875;41.479000091552734;False;False;False;False;9.0;0.0012820513220503926;0.023076923564076424;1.0;0.4047449231147766;0.8587702512741089;6.667962074279785;439.15;85.73;174.96;195.27;220.59;17.119384765625;15.454068183898926;0.0;AHN3;2019.0;False;PREFERRED_AND_LATEST;2.468515396118164;2.468515396118164;1.3954275846481323;True;134.0;[];[];[];2458.51123046875;2458.51123046875;2394.480224609375;2014-02-14;2014-02-14;1400066942;;;2532363.0;False;2012.0;False;Pand in gebruik;;;;;2014-02-15T06:25:14Z;2014-02-15T06:34:18Z;4.0;20240620;20240429;20340429;Label-UP B.V.;Basisopname;Bestaand;NTA 8800:2023 (basisopname woningbouw);Nee;W;Appartement;Tussendak;;7511GG;71;;2;;153010000470923.0;;;;;2012;77,52;0,49;A;;;53,84;122,84;122,84;0,0;;2,66;54,11;;;;;22,59;122,15,,,,
0153100000470912;0.0;;slanted;0.0;53.83100128173828;54.12900161743164;54.81800079345703;49.73699951171875;41.479000091552734;False;False;False;False;9.0;0.0012820513220503926;0.023076923564076424;1.0;0.4047449231147766;0.8587702512741089;6.667962074279785;439.15;85.73;174.96;195.27;220.59;17.119384765625;15.454068183898926;0.0;AHN3;2019.0;False;PREFERRED_AND_LATEST;2.468515396118164;2.468515396118164;1.3954275846481323;True;134.0;[];[];[];2458.51123046875;2458.51123046875;2394.480224609375;2014-02-14;2014-02-14;1400066942;;;2532363.0;False;2012.0;False;Pand in gebruik;;;;;2014-02-15T06:25:14Z;2014-02-15T06:34:18Z;4.0;20240620;20240429;20340429;Label-UP B.V.;Basisopname;Bestaand;NTA 8800:2023 (basisopname woningbouw);Nee;W;Appartement;Tussenmidden;;7511GG;71;;1;;153010000470919.0;;;;;2012;79,63;0,48;A;;;52,47;120,86;120,86;0,0;;2,60;53,08;;;;;22,23;120,19,,,,
0153100000470912;0.0;;slanted;0.0;53.83100128173828;54.12900161743164;54.81800079345703;49.73699951171875;41.479000091552734;False;False;False;False;9.0;0.0012820513220503926;0.023076923564076424;1.0;0.4047449231147766;0.8587702512741089;6.667962074279785;439.15;85.73;174.96;195.27;220.59;17.119384765625;15.454068183898926;0.0;AHN3;2019.0;False;PREFERRED_AND_LATEST;2.468515396118164;2.468515396118164;1.3954275846481323;True;134.0;[];[];[];2458.51123046875;2458.51123046875;2394.480224609375;2014-02-14;2014-02-14;1400066942;;;2532363.0;False;2012.0;False;Pand in gebruik;;;;;2014-02-15T06:25:14Z;2014-02-15T06:34:18Z;4.0;20240620;20240429;20340429;Label-UP B.V.;Basisopname;Bestaand;NTA 8800:2023 (basisopname woningbouw);Nee;W;Appartement;Tussendak;;7511GG;69;;2;;153010000470921.0;;;;;2012;74,44;0,42;A;;;47,40;120,47;120,47;0,0;;1,48;51,65;;;;;22,15;119,80,,,,
0153100000470912;0.0;;slanted;0.0;53.83100128173828;54.12900161743164;54.81800079345703;49.73699951171875;41.479000091552734;False;False;False;False;9.0;0.0012820513220503926;0.023076923564076424;1.0;0.4047449231147766;0.8587702512741089;6.667962074279785;439.15;85.73;174.96;195.27;220.59;17.119384765625;15.454068183898926;0.0;AHN3;2019.0;False;PREFERRED_AND_LATEST;2.468515396118164;2.468515396118164;1.3954275846481323;True;134.0;[];[];[];2458.51123046875;2458.51123046875;2394.480224609375;2014-02-14;2014-02-14;1400066942;;;2532363.0;False;2012.0;False;Pand in gebruik;;;;;2014-02-15T06:25:14Z;2014-02-15T06:34:18Z;4.0;20240620;20240429;20340429;Label-UP B.V.;Basisopname;Bestaand;NTA 8800:2023 (basisopname woningbouw);Nee;W;Appartement;Tussendak;;7511GG;69;;1;;153010000470917.0;;;;;2012;76,25;0,43;A;;;47,28;120,10;120,10;0,0;;1,38;51,82;;;;;22,09;119,43,,,,
0153100000471892;0.0;;slanted;0.0;54.62099838256836;54.91999816894531;57.41899871826172;47.3120002746582;42.558998107910156;False;False;False;False;25.0;0.002479338785633445;0.0004132231406401843;1.0;0.43645361065864563;0.3868538737297058;9.000267028808594;1358.77;556.67;170.37;601.86;251.65;15.930405616760254;28.849937438964844;0.0;AHN4;2022.0;False;PREFERRED_AND_LATEST;2.3897204399108887;1.5043703317642212;0.878584623336792;True;820.0;[];[];[];7434.85205078125;7082.98095703125;7073.30810546875;2014-02-14;2014-02-14;1400066942;;;2532796.0;False;2012.0;False;Pand in gebruik;;;;;2014-02-15T06:25:07Z;2014-02-15T06:34:17Z;3.0;20240806;20240805;20340805;Energie Inspectie B.V.;Basisopname;Bestaand;NTA 8800:2024 (basisopname woningbouw);Nee;W;Appartement;Hoekdak;;7511DG;5;;;;153010000471897.0;;;;;2012;74,15;2,06;A;;;93,71;145,58;;0,0;;4,19;87,62;;;;;26,82;145,58,,,,,
0153100000471892;0.0;;slanted;0.0;54.62099838256836;54.91999816894531;57.41899871826172;47.3120002746582;42.558998107910156;False;False;False;False;25.0;0.002479338785633445;0.0004132231406401843;1.0;0.43645361065864563;0.3868538737297058;9.000267028808594;1358.77;556.67;170.37;601.86;251.65;15.930405616760254;28.849937438964844;0.0;AHN4;2022.0;False;PREFERRED_AND_LATEST;2.3897204399108887;1.5043703317642212;0.878584623336792;True;820.0;[];[];[];7434.85205078125;7082.98095703125;7073.30810546875;2014-02-14;2014-02-14;1400066942;;;2532796.0;False;2012.0;False;Pand in gebruik;;;;;2014-02-15T06:25:07Z;2014-02-15T06:34:17Z;3.0;20240806;20240805;20340805;Energie Inspectie B.V.;Basisopname;Bestaand;NTA 8800:2024 (basisopname woningbouw);Nee;W;Appartement;Tussenmidden;;7511DG;3;;;;153010000471895.0;;;;;2012;76,52;0,79;A+;;;59,84;98,07;;0,0;;2,50;52,75;;;;;18,13;98,7,,,,,
0153100000486947;0.0;;slanted;0.0;55.79800033569336;55.902000427246094;58.00299835205078;42.82899856567383;42.676998138427734;False;False;False;False;22.0;0.0011231222888454795;0.00028078057221136987;1.0;0.5055344700813293;0.39471402764320374;12.799209594726562;2721.88;2030.28;107.06;1777.18;203.99;15.655376434326172;29.140850067138672;0.0;AHN4;2022.0;False;PREFERRED_AND_LATEST;1.453770637512207;1.453770637512207;1.4084703922271729;True;2846.0;[];[];[];23499.740234375;23499.740234375;23344.982421875;2017-11-02;2017-11-02;1700111793;;;2541992.0;False;2017.0;False;Pand in gebruik;;;;;2017-11-02T11:56:31Z;2017-11-02T12:01:14Z;2.0;20240430;20240425;20340425;GreenWise Holland B.V.;Basisopname;Bestaand;NTA 8800:2023 (basisopname utiliteitsbouw);Nee;U;;;;7511HW;1;;;;153010000490999.0;;;;;2017;2410,42;1,51;A++++;;;76,81;31,13;31,13;85,6;;0,00;75,00;;;;;7,06;114,59,,,,
0153100000486947;0.0;;slanted;0.0;55.79800033569336;55.902000427246094;58.00299835205078;42.82899856567383;42.676998138427734;False;False;False;False;22.0;0.0011231222888454795;0.00028078057221136987;1.0;0.5055344700813293;0.39471402764320374;12.799209594726562;2721.88;2030.28;107.06;1777.18;203.99;15.655376434326172;29.140850067138672;0.0;AHN4;2022.0;False;PREFERRED_AND_LATEST;1.453770637512207;1.453770637512207;1.4084703922271729;True;2846.0;[];[];[];23499.740234375;23499.740234375;23344.982421875;2017-11-02;2017-11-02;1700111793;;;2541992.0;False;2017.0;False;Pand in gebruik;;;;;2017-11-02T11:56:31Z;2017-11-02T12:01:14Z;2.0;20240430;20240425;20340425;GreenWise Holland B.V.;Basisopname;Bestaand;NTA 8800:2023 (basisopname utiliteitsbouw);Nee;U;;;;7511HW;3;;;;153010000491001.0;;;;;2017;2410,42;1,51;A++++;;;76,81;31,13;31,13;85,6;;0,00;75,00;;;;;7,06;114,59,,,,
0153100000486947;0.0;;slanted;0.0;55.79800033569336;55.902000427246094;58.00299835205078;42.82899856567383;42.676998138427734;False;False;False;False;22.0;0.0011231222888454795;0.00028078057221136987;1.0;0.5055344700813293;0.39471402764320374;12.799209594726562;2721.88;2030.28;107.06;1777.18;203.99;15.655376434326172;29.140850067138672;0.0;AHN4;2022.0;False;PREFERRED_AND_LATEST;1.453770637512207;1.453770637512207;1.4084703922271729;True;2846.0;[];[];[];23499.740234375;23499.740234375;23344.982421875;2017-11-02;2017-11-02;1700111793;;;2541992.0;False;2017.0;False;Pand in gebruik;;;;;2017-11-02T11:56:31Z;2017-11-02T12:01:14Z;2.0;20240430;20240425;20340425;GreenWise Holland B.V.;Basisopname;Bestaand;NTA 8800:2023 (basisopname utiliteitsbouw);Nee;U;;;;7511HW;5;;;;153010000491003.0;;;;;2017;2410,42;1,51;A++++;;;76,81;31,13;31,13;85,6;;0,00;75,00;;;;;7,06;114,59,,,,
0153100000486947;0.0;;slanted;0.0;55.79800033569336;55.902000427246094;58.00299835205078;42.82899856567383;42.676998138427734;False;False;False;False;22.0;0.0011231222888454795;0.00028078057221136987;1.0;0.5055344700813293;0.39471402764320374;12.799209594726562;2721.88;2030.28;107.06;1777.18;203.99;15.655376434326172;29.140850067138672;0.0;AHN4;2022.0;False;PREFERRED_AND_LATEST;1.453770637512207;1.453770637512207;1.4084703922271729;True;2846.0;[];[];[];23499.740234375;23499.740234375;23344.982421875;2017-11-02;2017-11-02;1700111793;;;2541992.0;False;2017.0;False;Pand in gebruik;;;;;2017-11-02T11:56:31Z;2017-11-02T12:01:14Z;2.0;20240430;20240425;20340425;GreenWise Holland B.V.;Basisopname;Bestaand;NTA 8800:2023 (basisopname utiliteitsbouw);Nee;U;;;;7511HW;7;;;;153010000491005.0;;;;;2017;2410,42;1,51;A++++;;;76,81;31,13;31,13;85,6;;0,00;75,00;;;;;7,06;114,59,,,,
0153100000486947;0.0;;slanted;0.0;55.79800033569336;55.902000427246094;58.00299835205078;42.82899856567383;42.676998138427734;False;False;False;False;22.0;0.0011231222888454795;0.00028078057221136987;1.0;0.5055344700813293;0.39471402764320374;12.799209594726562;2721.88;2030.28;107.06;1777.18;203.99;15.655376434326172;29.140850067138672;0.0;AHN4;2022.0;False;PREFERRED_AND_LATEST;1.453770637512207;1.453770637512207;1.4084703922271729;True;2846.0;[];[];[];23499.740234375;23499.740234375;23344.982421875;2017-11-02;2017-11-02;1700111793;;;2541992.0;False;2017.0;False;Pand in gebruik;;;;;2017-11-02T11:56:31Z;2017-11-02T12:01:14Z;2.0;20240430;20240425;20340425;GreenWise Holland B.V.;Basisopname;Bestaand;NTA 8800:2023 (basisopname utiliteitsbouw);Nee;U;;;;7511HW;9;;;;153010000491007.0;;;;;2017;2410,42;1,51;A++++;;;76,81;31,13;31,13;85,6;;0,00;75,00;;;;;7,06;114,59,,,,
0153100000494230;0.0;;slanted;0.0;54.02299880981445;54.03900146484375;54.3849983215332;51.08000183105469;40.729000091552734;False;False;False;False;3.0;0.0;0.0;1.0;0.36084744334220886;0.32203033566474915;2.9699532985687256;218.29;58.38;21.82;78.97;319.23;17.74132537841797;15.697160720825195;0.0;AHN4;2021.0;False;PREFERRED_AND_LATEST;2.391031503677368;2.391031503677368;1.4956085681915283;True;103.0;[];[];[];1051.3531494140625;1051.3531494140625;993.9713745117188;2021-01-20;2021-01-20;2100005182;;;2547438.0;False;2021.0;False;Pand in gebruik;;;;;2021-01-20T17:25:07Z;2021-01-20T17:26:07Z;3.0;20240306;20240129;20340129;1energielabel Koepel B.V.;Basisopname;Bestaand;NTA 8800:2023 (basisopname woningbouw);Nee;W;Appartement;Hoekdak;;7511GJ;31;G;;;153010000494238.0;;;;;2021;57,50;2,02;A+;;;95,10;79,52;;48,8;;6,74;73,92;;;;;18,64;79,51,,,,,
0153100000494230;0.0;;slanted;0.0;54.02299880981445;54.03900146484375;54.3849983215332;51.08000183105469;40.729000091552734;False;False;False;False;3.0;0.0;0.0;1.0;0.36084744334220886;0.32203033566474915;2.9699532985687256;218.29;58.38;21.82;78.97;319.23;17.74132537841797;15.697160720825195;0.0;AHN4;2021.0;False;PREFERRED_AND_LATEST;2.391031503677368;2.391031503677368;1.4956085681915283;True;103.0;[];[];[];1051.3531494140625;1051.3531494140625;993.9713745117188;2021-01-20;2021-01-20;2100005182;;;2547438.0;False;2021.0;False;Pand in gebruik;;;;;2021-01-20T17:25:07Z;2021-01-20T17:26:07Z;3.0;20240306;20240129;20340129;1energielabel Koepel B.V.;Basisopname;Bestaand;NTA 8800:2023 (basisopname woningbouw);Nee;W;Appartement;Tussenmidden;;7511GJ;31;E;;;153010000494236.0;;;;;2021;70,40;0,90;A++;;;77,34;61,99;;47,0;;7,36;49,76;;;;;14,53;61,99,,,,,
0153100000494230;0.0;;slanted;0.0;54.02299880981445;54.03900146484375;54.3849983215332;51.08000183105469;40.729000091552734;False;False;False;False;3.0;0.0;0.0;1.0;0.36084744334220886;0.32203033566474915;2.9699532985687256;218.29;58.38;21.82;78.97;319.23;17.74132537841797;15.697160720825195;0.0;AHN4;2021.0;False;PREFERRED_AND_LATEST;2.391031503677368;2.391031503677368;1.4956085681915283;True;103.0;[];[];[];1051.3531494140625;1051.3531494140625;993.9713745117188;2021-01-20;2021-01-20;2100005182;;;2547438.0;False;2021.0;False;Pand in gebruik;;;;;2021-01-20T17:25:07Z;2021-01-20T17:26:07Z;3.0;20240306;20240129;20340129;1energielabel Koepel B.V.;Basisopname;Bestaand;NTA 8800:2023 (basisopname woningbouw);Nee;W;Appartement;Tussenmidden;;7511GJ;31;C;;;153010000494234.0;;;;;2021;70,40;0,75;A++;;;74,89;60,36;;46,6;;7,68;46,99;;;;;14,15;60,36,,,,,
0153100000494239;0.0;;multiple horizontal;0.0;54.03099822998047;54.04399871826172;54.3650016784668;40.89500045776367;40.707000732421875;False;False;False;False;2.0;0.0;0.0;1.0;0.4304099380970001;0.3229423463344574;3.6311731338500977;263.53;114.15;0.0;108.86;380.03;19.31797218322754;15.880184173583984;0.0;AHN4;2021.0;False;PREFERRED_AND_LATEST;1.8882194757461548;1.8882194757461548;1.8862783908843994;True;151.0;[];[];[];1452.0224609375;1452.0224609375;1452.361328125;2021-01-20;2021-01-20;2100005182;;;2547441.0;False;2021.0;False;Pand in gebruik;;;;;2021-01-20T17:25:07Z;2021-01-20T17:26:08Z;3.0;20240306;20240129;20340129;1energielabel Koepel B.V.;Basisopname;Bestaand;NTA 8800:2023 (basisopname woningbouw);Nee;W;Appartement;Tussenmidden;;7511GJ;31;H;;;153010000494247.0;;;;;2021;70,40;1,68;A++;;;86,37;69,86;;48,2;;4,12;63,07;;;;;16,38;69,84,,,,,
0153100000494239;0.0;;multiple horizontal;0.0;54.03099822998047;54.04399871826172;54.3650016784668;40.89500045776367;40.707000732421875;False;False;False;False;2.0;0.0;0.0;1.0;0.4304099380970001;0.3229423463344574;3.6311731338500977;263.53;114.15;0.0;108.86;380.03;19.31797218322754;15.880184173583984;0.0;AHN4;2021.0;False;PREFERRED_AND_LATEST;1.8882194757461548;1.8882194757461548;1.8862783908843994;True;151.0;[];[];[];1452.0224609375;1452.0224609375;1452.361328125;2021-01-20;2021-01-20;2100005182;;;2547441.0;False;2021.0;False;Pand in gebruik;;;;;2021-01-20T17:25:07Z;2021-01-20T17:26:08Z;3.0;20240306;20240129;20340129;1energielabel Koepel B.V.;Basisopname;Bestaand;NTA 8800:2023 (basisopname woningbouw);Nee;W;Appartement;Tussenmidden;;7511GJ;31;F;;;153010000494245.0;;;;;2021;70,40;0,65;A++;;;69,77;59,25;;46,4;;5,27;45,10;;;;;13,89;59,25,,,,,
